Date,Sectors,AUC 1,AUC 2,Difference
15-Jun-23,Construction Materials,88096,93925,5829
15-Jun-23,Consumer Durables,166522,174646,8124
15-Jun-23,Consumer Services,120637,129140,8503
15-Jun-23,Diversified,3202,3420,218
15-Jun-23,Fast Moving Consumer Goods,370221,360501,-9720
15-Jun-23,Financial Services,1646306,1643927,-2379
15-Jun-23,Forest Materials,2044,1995,-49
15-Jun-23,Healthcare,245375,261029,15654
15-Jun-23,Information Technology,487869,476913,-10956
15-Jun-23,"Media, Entertainment & Publication",16096,15982,-114
15-Jun-23,Metals & Mining,150237,153785,3548
15-Jun-23,"Oil, Gas & Consumable Fuels",476503,487424,10921
15-Jun-23,Power,152006,158417,6411
15-Jun-23,Realty,58352,69694,11342
15-Jun-23,Services,87557,89825,2268
15-Jun-23,Telecommunication,127474,127033,-441
15-Jun-23,Textiles,16706,17093,387
15-Jun-23,Utilities,707,744,37
15-Jun-23,Sovereign,0,0,0
15-Jun-23,Others,11277,23392,12115
15-Jun-23,Grand Total,4879628,4974456,94828
30-Jun-23,Automobile and Auto Components,317930,332454,14524
30-Jun-23,Capital Goods,175464,181174,5710
30-Jun-23,Chemicals,100867,101059,192
30-Jun-23,Construction,91310,96781,5471
30-Jun-23,Construction Materials,93925,92153,-1772
30-Jun-23,Consumer Durables,174646,179011,4365
30-Jun-23,Consumer Services,129140,131039,1899
30-Jun-23,Diversified,3420,3452,32
30-Jun-23,Fast Moving Consumer Goods,360501,379879,19378
30-Jun-23,Financial Services,1643927,1733987,90060
30-Jun-23,Forest Materials,1995,2042,47
30-Jun-23,Healthcare,261029,270487,9458
30-Jun-23,Information Technology,476913,488869,11956
30-Jun-23,"Media, Entertainment & Publication",15982,15651,-331
30-Jun-23,Metals & Mining,153785,156185,2400
30-Jun-23,"Oil, Gas & Consumable Fuels",487424,486943,-481
30-Jun-23,Power,158417,162339,3922
30-Jun-23,Realty,69694,70561,867
30-Jun-23,Services,89825,90710,885
30-Jun-23,Telecommunication,127033,133602,6569
30-Jun-23,Textiles,17093,17038,-55
30-Jun-23,Utilities,744,837,93
30-Jun-23,Sovereign,0,0,0
30-Jun-23,Others,23392,12325,-11067
30-Jun-23,Grand Total,4974456,5138579,164123
15-Jun-24,Automobile and Auto Components,523996,577864,53868
15-Jun-24,Capital Goods,375815,404048,28233
15-Jun-24,Chemicals,100951,109672,8721
15-Jun-24,Construction,146151,146256,105
15-Jun-24,Construction Materials,112786,124938,12152
15-Jun-24,Consumer Durables,197892,207287,9395
15-Jun-24,Consumer Services,243750,265803,22053
15-Jun-24,Diversified,5995,6454,459
15-Jun-24,Fast Moving Consumer Goods,397024,425039,28015
15-Jun-24,Financial Services,1896907,1971419,74512
15-Jun-24,Forest Materials,3209,3838,629
15-Jun-24,Healthcare,369812,398071,28259
15-Jun-24,Information Technology,542783,575037,32254
15-Jun-24,"Media, Entertainment & Publication",12621,13760,1139
15-Jun-24,Metals & Mining,222899,223803,904
15-Jun-24,"Oil, Gas & Consumable Fuels",589641,605270,15629
15-Jun-24,Power,317445,319583,2138
15-Jun-24,Realty,147421,165073,17652
15-Jun-24,Services,147341,153606,6265
15-Jun-24,Telecommunication,239560,251215,11655
15-Jun-24,Textiles,20543,22044,1501
15-Jun-24,Utilities,1776,1923,147
15-Jun-24,Sovereign,0,0,0
15-Jun-24,Others,24290,25535,1245
15-Jun-24,Grand Total,6640608,6997537,356929
30-Jun-24,Automobile and Auto Components,577864,571132,-6732
30-Jun-24,Capital Goods,404048,409070,5022
30-Jun-24,Chemicals,109672,113531,3859
30-Jun-24,Construction,146256,141565,-4691
30-Jun-24,Construction Materials,124938,132499,7561
30-Jun-24,Consumer Durables,207287,209491,2204
30-Jun-24,Consumer Services,265803,279761,13958
30-Jun-24,Diversified,6454,6480,26
30-Jun-24,Fast Moving Consumer Goods,425039,421822,-3217
30-Jun-24,Financial Services,1971419,2054913,83494
30-Jun-24,Forest Materials,3838,4143,305
30-Jun-24,Healthcare,398071,399604,1533
30-Jun-24,Information Technology,575037,597930,22893
30-Jun-24,"Media, Entertainment & Publication",13760,13556,-204
30-Jun-24,Metals & Mining,223803,219771,-4032
30-Jun-24,"Oil, Gas & Consumable Fuels",605270,616324,11054
30-Jun-24,Power,319583,319441,-142
30-Jun-24,Realty,165073,163404,-1669
30-Jun-24,Services,153606,154786,1180
30-Jun-24,Telecommunication,251215,263835,12620
30-Jun-24,Textiles,22044,23182,1138
30-Jun-24,Utilities,1923,2106,183
30-Jun-24,Sovereign,0,0,0
30-Jun-24,Others,25535,26110,575
30-Jun-24,Grand Total,6997537,7144454,146917
15-Jan-21,Automobiles & Auto Components,180952,196284,15332
15-Jan-21,Total Financial Services,1317036,1342029,24993
15-Jan-21,Banks,777131,787059,9928
15-Jan-21,Other Financial Services1,539905,554970,15065
15-Jan-21,Capital Goods,135241,144117,8876
15-Jan-21,Chemicals & Petrochemicals,49955,52630,2675
15-Jan-21,Coal,5446,6199,753
15-Jan-21,Commercial Services & Supplies,14398,15596,1198
15-Jan-21,Construction Materials,65068,69233,4165
15-Jan-21,Consumer Durables,92619,90588,-2031
15-Jan-21,Diversified2,8982,9406,424
15-Jan-21,Diversified Consumer Services,2612,2607,-5
15-Jan-21,Food & Drugs Retailing,1,1,0
15-Jan-21,"Food, Beverages & Tobacco",112023,114748,2725
15-Jan-21,Forest Materials,1234,1332,98
15-Jan-21,General Industrials,22487,23988,1501
15-Jan-21,Hardware Technology & Equipment,43,40,-3
15-Jan-21,Healthcare Equipment & Supplies,170,169,-1
15-Jan-21,Healthcare Services,33952,36469,2517
15-Jan-21,"Hotels, Restaurants & Tourism",21394,21283,-111
15-Jan-21,Household & Personal Products,145962,147513,1551
15-Jan-21,Insurance,94315,97514,3199
15-Jan-21,Media,20956,21238,282
15-Jan-21,Metals & Mining,56559,61699,5140
15-Jan-21,Oil & Gas,368353,362631,-5722
15-Jan-21,Pharmaceuticals & Biotechnology,164256,166625,2369
15-Jan-21,Real Estate Investment,0,0,0
15-Jan-21,Realty,35275,37690,2415
15-Jan-21,Retailing,56567,58436,1869
15-Jan-21,Software & Services,505607,555587,49980
15-Jan-21,Telecom Services,76235,90142,13907
15-Jan-21,Telecommunications Equipment,86,105,19
15-Jan-21,"Textiles, Apparels & Accessories",42828,41718,-1110
15-Jan-21,Transportation,43448,45494,2046
15-Jan-21,Airlines,11658,11053,-605
15-Jan-21,Logistics,1746,1733,-13
15-Jan-21,Marine Port & Services,18355,20196,1841
15-Jan-21,Roads & Highways,1539,1810,271
15-Jan-21,Shipping,972,1013,41
15-Jan-21,Surface Transportation,31,31,0
15-Jan-21,Transport Related Services,5684,6100,416
15-Jan-21,Airport Services,3462,3559,97
15-Jan-21,Utilities3,82502,89070,6568
15-Jan-21,Sovereign,0,0,0
15-Jan-21,Others4,22465,22442,-23
15-Jan-21,Grand Total,3779025,3924626,145601
15-Jan-22,Automobiles & Auto Components,197424,207451,10027
15-Jan-22,Total Financial Services,1426391,1525995,99604
15-Jan-22,Banks,802378,866670,64292
15-Jan-22,Other Financial Services1,624013,659324,35311
15-Jan-22,Capital Goods,154426,165010,10584
15-Jan-22,Chemicals & Petrochemicals,84518,90563,6045
15-Jan-22,Coal,5982,6841,859
15-Jan-22,Commercial Services & Supplies,39186,42862,3676
15-Jan-22,Construction Materials,93617,97995,4378
15-Jan-22,Consumer Durables,144813,145186,373
15-Jan-22,Diversified2,14961,16294,1333
15-Jan-22,Diversified Consumer Services,7044,7178,134
15-Jan-22,Food & Drugs Retailing,425,460,35
15-Jan-22,"Food, Beverages & Tobacco",123647,126831,3184
15-Jan-22,Forest Materials,2207,2385,178
15-Jan-22,General Industrials,40467,41919,1452
15-Jan-22,Hardware Technology & Equipment,85,105,20
15-Jan-22,Healthcare Equipment & Supplies,1888,1886,-2
15-Jan-22,Healthcare Services,70329,67820,-2509
15-Jan-22,"Hotels, Restaurants & Tourism",34778,38033,3255
15-Jan-22,Household & Personal Products,158568,156494,-2074
15-Jan-22,Insurance,115860,120801,4941
15-Jan-22,Media,23230,23512,282
15-Jan-22,Metals & Mining,99776,106754,6978
15-Jan-22,Oil & Gas,490912,525389,34477
15-Jan-22,Pharmaceuticals & Biotechnology,170634,167947,-2687
15-Jan-22,Real Estate Investment,0,0,0
15-Jan-22,Realty,65520,68980,3460
15-Jan-22,Retailing,102294,98778,-3516
15-Jan-22,Software & Services,749409,761570,12161
15-Jan-22,Telecom Services,113580,120735,7155
15-Jan-22,Telecommunications Equipment,858,971,113
15-Jan-22,"Textiles, Apparels & Accessories",75455,80292,4837
15-Jan-22,Transportation,62951,66751,3800
15-Jan-22,Airlines,14486,15516,1030
15-Jan-22,Logistics,3671,3642,-29
15-Jan-22,Marine Port & Services,23858,25684,1826
15-Jan-22,Roads & Highways,2317,2422,105
15-Jan-22,Shipping,1295,1323,28
15-Jan-22,Surface Transportation,135,152,17
15-Jan-22,Transport Related Services,9396,10529,1133
15-Jan-22,Airport Services,7791,7484,-307
15-Jan-22,Utilities3,168515,191229,22714
15-Jan-22,Sovereign,0,0,0
15-Jan-22,Others4,16779,16383,-396
15-Jan-22,Grand Total,4856530,5091400,234870
31-Jan-21,Automobiles & Auto Components,196284,188502,-7782
31-Jan-21,Total Financial Services,1342029,1255342,-86687
31-Jan-21,Banks,787059,742513,-44546
31-Jan-21,Other Financial Services1,554970,512829,-42141
31-Jan-21,Capital Goods,144117,145781,1664
31-Jan-21,Chemicals & Petrochemicals,52630,52141,-489
31-Jan-21,Coal,6199,5434,-765
31-Jan-21,Commercial Services & Supplies,15596,15123,-473
31-Jan-21,Construction Materials,69233,66611,-2622
31-Jan-21,Consumer Durables,90588,86326,-4262
31-Jan-21,Diversified2,9406,8681,-725
31-Jan-21,Diversified Consumer Services,2607,2680,73
31-Jan-21,Food & Drugs Retailing,1,1,0
31-Jan-21,"Food, Beverages & Tobacco",114748,108584,-6164
31-Jan-21,Forest Materials,1332,1345,13
31-Jan-21,General Industrials,23988,23759,-229
31-Jan-21,Hardware Technology & Equipment,40,45,5
31-Jan-21,Healthcare Equipment & Supplies,169,184,15
31-Jan-21,Healthcare Services,36469,37016,547
31-Jan-21,"Hotels, Restaurants & Tourism",21283,20459,-824
31-Jan-21,Household & Personal Products,147513,142992,-4521
31-Jan-21,Insurance,97514,91234,-6280
31-Jan-21,Media,21238,20530,-708
31-Jan-21,Metals & Mining,61699,55694,-6005
31-Jan-21,Oil & Gas,362631,346768,-15863
31-Jan-21,Pharmaceuticals & Biotechnology,166625,154519,-12106
31-Jan-21,Real Estate Investment,0,0,0
31-Jan-21,Realty,37690,34560,-3130
31-Jan-21,Retailing,58436,53487,-4949
31-Jan-21,Software & Services,555587,526311,-29276
31-Jan-21,Telecom Services,90142,82813,-7329
31-Jan-21,Telecommunications Equipment,105,105,0
31-Jan-21,"Textiles, Apparels & Accessories",41718,40219,-1499
31-Jan-21,Transportation,45494,44183,-1311
31-Jan-21,Airlines,11053,10508,-545
31-Jan-21,Logistics,1733,1962,229
31-Jan-21,Marine Port & Services,20196,19657,-539
31-Jan-21,Roads & Highways,1810,1774,-36
31-Jan-21,Shipping,1013,962,-51
31-Jan-21,Surface Transportation,31,30,-1
31-Jan-21,Transport Related Services,6100,6075,-25
31-Jan-21,Airport Services,3559,3214,-345
31-Jan-21,Utilities3,89070,83241,-5829
31-Jan-21,Sovereign,0,0,0
31-Jan-21,Others4,22442,21049,-1393
31-Jan-21,Grand Total,3924626,3715720,-208906
31-Jan-22,Automobiles & Auto Components,207451,209195,1744
31-Jan-22,Total Financial Services,1525995,1456978,-69017
31-Jan-22,Banks,866670,849179,-17491
31-Jan-22,Other Financial Services1,659324,607799,-51525
31-Jan-22,Capital Goods,165010,157971,-7039
31-Jan-22,Chemicals & Petrochemicals,90563,83920,-6643
31-Jan-22,Coal,6841,6912,71
31-Jan-22,Commercial Services & Supplies,42862,39956,-2906
31-Jan-22,Construction Materials,97995,90271,-7724
31-Jan-22,Consumer Durables,145186,132957,-12229
31-Jan-22,Diversified2,16294,14881,-1413
31-Jan-22,Diversified Consumer Services,7178,6985,-193
31-Jan-22,Food & Drugs Retailing,460,433,-27
31-Jan-22,"Food, Beverages & Tobacco",126831,121968,-4863
31-Jan-22,Forest Materials,2385,2237,-148
31-Jan-22,General Industrials,41919,38862,-3057
31-Jan-22,Hardware Technology & Equipment,105,96,-9
31-Jan-22,Healthcare Equipment & Supplies,1886,1805,-81
31-Jan-22,Healthcare Services,67820,58816,-9004
31-Jan-22,"Hotels, Restaurants & Tourism",38033,34225,-3808
31-Jan-22,Household & Personal Products,156494,149290,-7204
31-Jan-22,Insurance,120801,113983,-6818
31-Jan-22,Media,23512,21637,-1875
31-Jan-22,Metals & Mining,106754,101487,-5267
31-Jan-22,Oil & Gas,525389,499576,-25813
31-Jan-22,Pharmaceuticals & Biotechnology,167947,156935,-11012
31-Jan-22,Real Estate Investment,0,0,0
31-Jan-22,Realty,68980,64304,-4676
31-Jan-22,Retailing,98778,83304,-15474
31-Jan-22,Software & Services,761570,674361,-87209
31-Jan-22,Telecom Services,120735,117878,-2857
31-Jan-22,Telecommunications Equipment,971,822,-149
31-Jan-22,"Textiles, Apparels & Accessories",80292,74072,-6220
31-Jan-22,Transportation,66751,60550,-6201
31-Jan-22,Airlines,15516,13143,-2373
31-Jan-22,Logistics,3642,3327,-315
31-Jan-22,Marine Port & Services,25684,23617,-2067
31-Jan-22,Roads & Highways,2422,2301,-121
31-Jan-22,Shipping,1323,1306,-17
31-Jan-22,Surface Transportation,152,138,-14
31-Jan-22,Transport Related Services,10529,9752,-777
31-Jan-22,Airport Services,7484,6966,-518
31-Jan-22,Utilities3,191229,196674,5445
31-Jan-22,Sovereign,0,0,0
31-Jan-22,Others4,16383,17636,1253
31-Jan-22,Grand Total,5091400,4790976,-300424
15-Jan-20,Automobiles & Auto Components,155901,157396,1495
15-Jan-20,Total Financial Services,1181152,1186224,5072
15-Jan-20,Banks,698344,693720,-4624
15-Jan-20,Other Financial Services1,482808,492504,9696
15-Jan-20,Capital Goods,94656,98453,3797
15-Jan-20,Chemicals & Petrochemicals,43152,44375,1223
15-Jan-20,Coal,11261,11168,-93
15-Jan-20,Commercial Services & Supplies,9020,9375,355
15-Jan-20,Construction Materials,54353,60132,5779
15-Jan-20,Consumer Durables,51627,53326,1699
15-Jan-20,Diversified2,6435,6728,293
15-Jan-20,Diversified Consumer Services,2763,2696,-67
15-Jan-20,Food & Drugs Retailing,0,0,0
15-Jan-20,"Food, Beverages & Tobacco",107926,110671,2745
15-Jan-20,Forest Materials,955,997,42
15-Jan-20,General Industrials,14904,15726,822
15-Jan-20,Hardware Technology & Equipment,43,45,2
15-Jan-20,Healthcare Equipment & Supplies,72,74,2
15-Jan-20,Healthcare Services,20097,21421,1324
15-Jan-20,"Hotels, Restaurants & Tourism",13251,13596,345
15-Jan-20,Household & Personal Products,107902,113486,5584
15-Jan-20,Insurance,79201,79609,408
15-Jan-20,Media,25709,24712,-997
15-Jan-20,Metals & Mining,48025,50219,2194
15-Jan-20,Oil & Gas,297589,299831,2242
15-Jan-20,Pharmaceuticals & Biotechnology,102073,103785,1712
15-Jan-20,Real Estate Investment,0,0,0
15-Jan-20,Realty,32420,34831,2411
15-Jan-20,Retailing,34338,35264,926
15-Jan-20,Software & Services,336570,350717,14147
15-Jan-20,Telecom Services,64708,66462,1754
15-Jan-20,Telecommunications Equipment,155,159,4
15-Jan-20,"Textiles, Apparels & Accessories",39511,39610,99
15-Jan-20,Transportation,39407,41496,2089
15-Jan-20,Airlines,8163,8847,684
15-Jan-20,Logistics,1659,1770,111
15-Jan-20,Marine Port & Services,14809,15767,958
15-Jan-20,Roads & Highways,1616,1668,52
15-Jan-20,Shipping,1210,1335,125
15-Jan-20,Surface Transportation,38,39,1
15-Jan-20,Transport Related Services,9488,9263,-225
15-Jan-20,Airport Services,2425,2807,382
15-Jan-20,Utilities3,86098,89495,3397
15-Jan-20,Sovereign,0,0,0
15-Jan-20,Others4,14780,15135,355
15-Jan-20,Grand Total,3076053,3137216,61163
31-Jan-20,Automobiles & Auto Components,157418,153410,-4008
31-Jan-20,Total Financial Services,1188781,1159259,-29522
31-Jan-20,Banks,694670,674617,-20053
31-Jan-20,Other Financial Services1,494112,484641,-9471
31-Jan-20,Capital Goods,99828,98122,-1706
31-Jan-20,Chemicals & Petrochemicals,43860,42797,-1063
31-Jan-20,Coal,11169,9547,-1622
31-Jan-20,Commercial Services & Supplies,9444,9438,-6
31-Jan-20,Construction Materials,60141,59282,-859
31-Jan-20,Consumer Durables,53428,53811,383
31-Jan-20,Diversified2,6728,7054,326
31-Jan-20,Diversified Consumer Services,2178,2815,637
31-Jan-20,Food & Drugs Retailing,0,0,0
31-Jan-20,"Food, Beverages & Tobacco",110671,109785,-886
31-Jan-20,Forest Materials,997,1002,5
31-Jan-20,General Industrials,15624,15865,241
31-Jan-20,Hardware Technology & Equipment,45,55,10
31-Jan-20,Healthcare Equipment & Supplies,74,84,10
31-Jan-20,Healthcare Services,21421,22962,1541
31-Jan-20,"Hotels, Restaurants & Tourism",13596,14471,875
31-Jan-20,Household & Personal Products,113486,109603,-3883
31-Jan-20,Insurance,79609,78561,-1048
31-Jan-20,Media,24712,24813,101
31-Jan-20,Metals & Mining,50275,43798,-6477
31-Jan-20,Oil & Gas,299841,280198,-19643
31-Jan-20,Pharmaceuticals & Biotechnology,103845,104431,586
31-Jan-20,Real Estate Investment,0,0,0
31-Jan-20,Realty,34831,35668,837
31-Jan-20,Retailing,35265,37787,2522
31-Jan-20,Software & Services,350719,344504,-6215
31-Jan-20,Telecom Services,66462,80570,14108
31-Jan-20,Telecommunications Equipment,159,151,-8
31-Jan-20,"Textiles, Apparels & Accessories",39610,39736,126
31-Jan-20,Transportation,41496,40034,-1462
31-Jan-20,Airlines,8847,8272,-575
31-Jan-20,Logistics,1770,1802,32
31-Jan-20,Marine Port & Services,15767,14845,-922
31-Jan-20,Roads & Highways,1668,1788,120
31-Jan-20,Shipping,1335,1190,-145
31-Jan-20,Surface Transportation,39,38,-1
31-Jan-20,Transport Related Services,9263,9403,140
31-Jan-20,Airport Services,2807,2697,-110
31-Jan-20,Utilities3,89495,86336,-3159
31-Jan-20,Sovereign,0,0,0
31-Jan-20,Others4,12006,12180,174
31-Jan-20,Grand Total,3137216,3078129,-59087
15-Jul-20,Automobiles & Auto Components,125847,129776,3929
15-Jul-20,Total Financial Services,810876,813980,3104
15-Jul-20,Banks,475905,470682,-5223
15-Jul-20,Other Financial Services1,334971,343298,8327
15-Jul-20,Capital Goods,74567,73871,-696
15-Jul-20,Chemicals & Petrochemicals,36256,37781,1525
15-Jul-20,Coal,6476,6059,-417
15-Jul-20,Commercial Services & Supplies,6208,6113,-95
15-Jul-20,Construction Materials,47781,46143,-1638
15-Jul-20,Consumer Durables,49585,50135,550
15-Jul-20,Diversified2,5242,5414,172
15-Jul-20,Diversified Consumer Services,1915,1980,65
15-Jul-20,Food & Drugs Retailing,0,0,0
15-Jul-20,"Food, Beverages & Tobacco",98713,98512,-201
15-Jul-20,Forest Materials,637,634,-3
15-Jul-20,General Industrials,12043,12564,521
15-Jul-20,Hardware Technology & Equipment,45,44,-1
15-Jul-20,Healthcare Equipment & Supplies,67,79,12
15-Jul-20,Healthcare Services,18655,20535,1880
15-Jul-20,"Hotels, Restaurants & Tourism",10979,10809,-170
15-Jul-20,Household & Personal Products,129424,133066,3642
15-Jul-20,Insurance,76169,79908,3739
15-Jul-20,Media,17101,16426,-675
15-Jul-20,Metals & Mining,29681,31035,1354
15-Jul-20,Oil & Gas,312514,331409,18895
15-Jul-20,Pharmaceuticals & Biotechnology,123041,126621,3580
15-Jul-20,Real Estate Investment,0,0,0
15-Jul-20,Realty,22394,21273,-1121
15-Jul-20,Retailing,38286,38358,72
15-Jul-20,Software & Services,311359,344757,33398
15-Jul-20,Telecom Services,86215,84777,-1438
15-Jul-20,Telecommunications Equipment,127,98,-29
15-Jul-20,"Textiles, Apparels & Accessories",28011,27921,-90
15-Jul-20,Transportation,30727,29884,-843
15-Jul-20,Airlines,5672,5415,-257
15-Jul-20,Logistics,1151,1233,82
15-Jul-20,Marine Port & Services,12639,11647,-992
15-Jul-20,Roads & Highways,1110,1291,181
15-Jul-20,Shipping,820,841,21
15-Jul-20,Surface Transportation,23,23,0
15-Jul-20,Transport Related Services,6799,7002,203
15-Jul-20,Airport Services,2511,2431,-80
15-Jul-20,Utilities3,69099,64440,-4659
