Date,Sector,AUC as on Date
15-Feb-25,,"AUC as on February 15, 2025"
15-Feb-25,Grand Total,6477847
15-Feb-25,Forest Materials,3297
15-Feb-25,,
28-Feb-25,Grand Total,6238469
28-Feb-25,Capital Goods,284893
28-Feb-25,Sovereign,0
28-Feb-25,Utilities,2556
28-Feb-25,Textiles,21633
28-Feb-25,Telecommunication,272360
28-Feb-25,Services,126222
28-Feb-25,Realty,127585
28-Feb-25,Power,213106
28-Feb-25,"Oil, Gas & Consumable Fuels",436844
28-Feb-25,Metals & Mining,180267
28-Feb-25,"Media, Entertainment & Publication",10203
28-Feb-25,Information Technology,615512
28-Feb-25,Healthcare,425078
28-Feb-25,Forest Materials,2955
28-Feb-25,Financial Services,1923223
28-Feb-25,Construction,110402
28-Feb-25,Fast Moving Consumer Goods,346182
28-Feb-25,Diversified,5875
28-Feb-25,Consumer Services,267418
28-Feb-25,Consumer Durables,179028
28-Feb-25,Construction Materials,102114
28-Feb-25,,"AUC as on February 28, 2025"
28-Feb-25,,
28-Feb-25,,
28-Feb-25,Sectors,Equity
28-Feb-25,Automobile and Auto Components,435188
28-Feb-25,Others,43035
28-Feb-25,Chemicals,106791
